Date-Time-Start; Date-Time-End; Gebäude 101 Kabel 1 | NoComment | Orginal Power [kW] inkl. Wandlerfaktoren - Korrigierte Power [kW] inkl. Wandlerfaktoren; Verbrauch-Orginal Viertelstündlich[kWh]; Verbrauch Korrigiert Viertelstündlich[kWh]; ErrorCode
2016-11-17 05:30:00; 2016-11-17 05:45:00; 23.680000; 23.680000; 26329.524200; 26329.524200; 0
2016-11-17 05:45:00; 2016-11-17 06:00:00; 23.936000; 23.936000; 26329.598200; 26329.598200; 0
2016-11-17 06:00:00; 2016-11-17 06:15:00; 25.024000; 25.024000; 26329.673000; 26329.673000; 0
2016-11-17 06:15:00; 2016-11-17 06:30:00; 24.704000; 24.704000; 26329.751200; 26329.751200; 0
2016-11-17 06:30:00; 2016-11-17 06:45:00; 28.224000; 28.224000; 26329.828400; 26329.828400; 0
2016-11-17 06:45:00; 2016-11-17 07:00:00; 30.144000; 30.144000; 26329.916600; 26329.916600; 0
2016-11-17 07:00:00; 2016-11-17 07:15:00; 37.184000; 37.184000; 26330.010800; 26330.010800; 0
2016-11-17 07:15:00; 2016-11-17 07:30:00; 39.616000; 39.616000; 26330.127000; 26330.127000; 0
2016-11-17 07:30:00; 2016-11-17 07:45:00; 39.168000; 39.168000; 26330.250800; 26330.250800; 0
2016-11-17 07:45:00; 2016-11-17 08:00:00; 37.952000; 37.952000; 26330.373200; 26330.373200; 0
2016-11-17 08:00:00; 2016-11-17 08:15:00; 42.880000; 42.880000; 26330.491800; 26330.491800; 0
2016-11-17 08:15:00; 2016-11-17 08:30:00; 42.304000; 42.304000; 26330.625800; 26330.625800; 0
2016-11-17 08:30:00; 2016-11-17 08:45:00; 48.768000; 48.768000; 26330.758000; 26330.758000; 0
2016-11-17 08:45:00; 2016-11-17 09:00:00; 52.032000; 52.032000; 26330.910400; 26330.910400; 0
2016-11-17 09:00:00; 2016-11-17 09:15:00; 54.208000; 54.208000; 26331.073000; 26331.073000; 0
2016-11-17 09:15:00; 2016-11-17 09:30:00; 52.864000; 52.864000; 26331.242400; 26331.242400; 0
2016-11-17 09:30:00; 2016-11-17 09:45:00; 54.400000; 54.400000; 26331.407600; 26331.407600; 0
2016-11-17 09:45:00; 2016-11-17 10:00:00; 57.792000; 57.792000; 26331.577600; 26331.577600; 0
2016-11-17 10:00:00; 2016-11-17 10:15:00; 57.600000; 57.600000; 26331.758200; 26331.758200; 0
2016-11-17 10:15:00; 2016-11-17 10:30:00; 60.864000; 60.864000; 26331.938200; 26331.938200; 0
2016-11-17 10:30:00; 2016-11-17 10:45:00; 60.992000; 60.992000; 26332.128400; 26332.128400; 0
2016-11-17 10:45:00; 2016-11-17 11:00:00; 59.712000; 59.712000; 26332.319000; 26332.319000; 0
2016-11-17 11:00:00; 2016-11-17 11:15:00; 56.128000; 56.128000; 26332.505600; 26332.505600; 0
2016-11-17 11:15:00; 2016-11-17 11:30:00; 54.656000; 54.656000; 26332.681000; 26332.681000; 0
2016-11-17 11:30:00; 2016-11-17 11:45:00; 55.360000; 55.360000; 26332.851800; 26332.851800; 0
2016-11-17 11:45:00; 2016-11-17 12:00:00; 55.040000; 55.040000; 26333.024800; 26333.024800; 0
2016-11-17 12:00:00; 2016-11-17 12:15:00; 55.168000; 55.168000; 26333.196800; 26333.196800; 0
2016-11-17 12:15:00; 2016-11-17 12:30:00; 56.384000; 56.384000; 26333.369200; 26333.369200; 0
2016-11-17 12:30:00; 2016-11-17 12:45:00; 53.376000; 53.376000; 26333.545400; 26333.545400; 0
2016-11-17 12:45:00; 2016-11-17 13:00:00; 53.184000; 53.184000; 26333.712200; 26333.712200; 0
2016-11-17 13:00:00; 2016-11-17 13:15:00; 54.144000; 54.144000; 26333.878400; 26333.878400; 0
2016-11-17 13:15:00; 2016-11-17 13:30:00; 55.360000; 55.360000; 26334.047600; 26334.047600; 0
2016-11-17 13:30:00; 2016-11-17 13:45:00; 54.912000; 54.912000; 26334.220600; 26334.220600; 0
2016-11-17 13:45:00; 2016-11-17 14:00:00; 53.184000; 53.184000; 26334.392200; 26334.392200; 0
2016-11-17 14:00:00; 2016-11-17 14:15:00; 53.888000; 53.888000; 26334.558400; 26334.558400; 0
2016-11-17 14:15:00; 2016-11-17 14:30:00; 57.152000; 57.152000; 26334.726800; 26334.726800; 0
2016-11-17 14:30:00; 2016-11-17 14:45:00; 58.176000; 58.176000; 26334.905400; 26334.905400; 0
2016-11-17 14:45:00; 2016-11-17 15:00:00; 54.144000; 54.144000; 26335.087200; 26335.087200; 0
2016-11-17 15:00:00; 2016-11-17 15:15:00; 54.400000; 54.400000; 26335.256400; 26335.256400; 0
2016-11-17 15:15:00; 2016-11-17 15:30:00; 52.736000; 52.736000; 26335.426400; 26335.426400; 0
2016-11-17 15:30:00; 2016-11-17 15:45:00; 51.392000; 51.392000; 26335.591200; 26335.591200; 0
2016-11-17 15:45:00; 2016-11-17 16:00:00; 52.928000; 52.928000; 26335.751800; 26335.751800; 0
2016-11-17 16:00:00; 2016-11-17 16:15:00; 52.480000; 52.480000; 26335.917200; 26335.917200; 0
2016-11-17 16:15:00; 2016-11-17 16:30:00; 52.224000; 52.224000; 26336.081200; 26336.081200; 0
2016-11-17 16:30:00; 2016-11-17 16:45:00; 50.624000; 50.624000; 26336.244400; 26336.244400; 0
2016-11-17 16:45:00; 2016-11-17 17:00:00; 50.560000; 50.560000; 26336.402600; 26336.402600; 0
2016-11-17 17:00:00; 2016-11-17 17:15:00; 49.984000; 49.984000; 26336.560600; 26336.560600; 0
2016-11-17 17:15:00; 2016-11-17 17:30:00; 48.640000; 48.640000; 26336.716800; 26336.716800; 0
2016-11-17 17:30:00; 2016-11-17 17:45:00; 48.064000; 48.064000; 26336.868800; 26336.868800; 0
2016-11-17 17:45:00; 2016-11-17 18:00:00; 45.888000; 45.888000; 26337.019000; 26337.019000; 0
2016-11-17 18:00:00; 2016-11-17 18:15:00; 45.952000; 45.952000; 26337.162400; 26337.162400; 0
2016-11-17 18:15:00; 2016-11-17 18:30:00; 45.888000; 45.888000; 26337.306000; 26337.306000; 0
2016-11-17 18:30:00; 2016-11-17 18:45:00; 42.496000; 42.496000; 26337.449400; 26337.449400; 0
2016-11-17 18:45:00; 2016-11-17 19:00:00; 38.592000; 38.592000; 26337.582200; 26337.582200; 0
2016-11-17 19:00:00; 2016-11-17 19:15:00; 36.928000; 36.928000; 26337.702800; 26337.702800; 0
2016-11-17 19:15:00; 2016-11-17 19:30:00; 31.488000; 31.488000; 26337.818200; 26337.818200; 0
2016-11-17 19:30:00; 2016-11-17 19:45:00; 29.056000; 29.056000; 26337.916600; 26337.916600; 0
2016-11-17 19:45:00; 2016-11-17 20:00:00; 27.776000; 27.776000; 26338.007400; 26338.007400; 0
2016-11-17 20:00:00; 2016-11-17 20:15:00; 27.328000; 27.328000; 26338.094200; 26338.094200; 0
2016-11-17 20:15:00; 2016-11-17 20:30:00; 27.264000; 27.264000; 26338.179600; 26338.179600; 0
2016-11-17 20:30:00; 2016-11-17 20:45:00; 25.472000; 25.472000; 26338.264800; 26338.264800; 0
2016-11-17 20:45:00; 2016-11-17 21:00:00; 24.512000; 24.512000; 26338.344400; 26338.344400; 0
2016-11-17 21:00:00; 2016-11-17 21:15:00; 24.064000; 24.064000; 26338.421000; 26338.421000; 0
2016-11-17 21:15:00; 2016-11-17 21:30:00; 24.320000; 24.320000; 26338.496200; 26338.496200; 0
2016-11-17 21:30:00; 2016-11-17 21:45:00; 24.000000; 24.000000; 26338.572200; 26338.572200; 0
2016-11-17 21:45:00; 2016-11-17 22:00:00; 24.256000; 24.256000; 26338.647200; 26338.647200; 0
2016-11-17 22:00:00; 2016-11-17 22:15:00; 24.448000; 24.448000; 26338.723000; 26338.723000; 0
2016-11-17 22:15:00; 2016-11-17 22:30:00; 24.128000; 24.128000; 26338.799400; 26338.799400; 0
2016-11-17 22:30:00; 2016-11-17 22:45:00; 24.256000; 24.256000; 26338.874800; 26338.874800; 0
2016-11-17 22:45:00; 2016-11-17 23:00:00; 24.064000; 24.064000; 26338.950600; 26338.950600; 0
2016-11-17 23:00:00; 2016-11-17 23:15:00; 24.128000; 24.128000; 26339.025800; 26339.025800; 0
2016-11-17 23:15:00; 2016-11-17 23:30:00; 24.320000; 24.320000; 26339.101200; 26339.101200; 0
2016-11-17 23:30:00; 2016-11-17 23:45:00; 24.256000; 24.256000; 26339.177200; 26339.177200; 0
2016-11-17 23:45:00; 2016-11-18 00:00:00; 23.872000; 23.872000; 26339.253000; 26339.253000; 0
2016-11-18 00:00:00; 2016-11-18 00:15:00; 24.064000; 24.064000; 26339.327600; 26339.327600; 0
2016-11-18 00:15:00; 2016-11-18 00:30:00; 24.064000; 24.064000; 26339.402800; 26339.402800; 0
2016-11-18 00:30:00; 2016-11-18 00:45:00; 24.064000; 24.064000; 26339.478000; 26339.478000; 0
2016-11-18 00:45:00; 2016-11-18 01:00:00; 24.448000; 24.448000; 26339.553200; 26339.553200; 0
2016-11-18 01:00:00; 2016-11-18 01:15:00; 23.808000; 23.808000; 26339.629600; 26339.629600; 0
2016-11-18 01:15:00; 2016-11-18 01:30:00; 24.256000; 24.256000; 26339.704000; 26339.704000; 0
2016-11-18 01:30:00; 2016-11-18 01:45:00; 24.384000; 24.384000; 26339.779800; 26339.779800; 0
2016-11-18 01:45:00; 2016-11-18 02:00:00; 24.320000; 24.320000; 26339.856000; 26339.856000; 0
2016-11-18 02:00:00; 2016-11-18 02:15:00; 24.128000; 24.128000; 26339.932000; 26339.932000; 0
2016-11-18 02:15:00; 2016-11-18 02:30:00; 23.936000; 23.936000; 26340.007400; 26340.007400; 0
2016-11-18 02:30:00; 2016-11-18 02:45:00; 24.064000; 24.064000; 26340.082200; 26340.082200; 0
2016-11-18 02:45:00; 2016-11-18 03:00:00; 24.192000; 24.192000; 26340.157400; 26340.157400; 0
2016-11-18 03:00:00; 2016-11-18 03:15:00; 23.808000; 23.808000; 26340.233000; 26340.233000; 0
2016-11-18 03:15:00; 2016-11-18 03:30:00; 24.128000; 24.128000; 26340.307400; 26340.307400; 0
2016-11-18 03:30:00; 2016-11-18 03:45:00; 23.936000; 23.936000; 26340.382800; 26340.382800; 0
2016-11-18 03:45:00; 2016-11-18 04:00:00; 24.320000; 24.320000; 26340.457600; 26340.457600; 0
2016-11-18 04:00:00; 2016-11-18 04:15:00; 24.128000; 24.128000; 26340.533600; 26340.533600; 0
2016-11-18 04:15:00; 2016-11-18 04:30:00; 24.000000; 24.000000; 26340.609000; 26340.609000; 0
2016-11-18 04:30:00; 2016-11-18 04:45:00; 24.192000; 24.192000; 26340.684000; 26340.684000; 0
2016-11-18 04:45:00; 2016-11-18 05:00:00; 24.128000; 24.128000; 26340.759600; 26340.759600; 0
2016-11-18 05:00:00; 2016-11-18 05:15:00; 24.320000; 24.320000; 26340.835000; 26340.835000; 0
2016-11-18 05:15:00; 2016-11-18 05:30:00; 24.320000; 24.320000; 26340.911000; 26340.911000; 0
2016-11-18 05:30:00; 2016-11-18 05:45:00; 24.192000; 24.192000; 26340.987000; 26340.987000; 0
2016-11-18 05:45:00; 2016-11-18 06:00:00; 24.384000; 24.384000; 26341.062600; 26341.062600; 0
2016-11-18 06:00:00; 2016-11-18 06:15:00; 24.832000; 24.832000; 26341.138800; 26341.138800; 0
2016-11-18 06:15:00; 2016-11-18 06:30:00; 25.664000; 25.664000; 26341.216400; 26341.216400; 0
2016-11-18 06:30:00; 2016-11-18 06:45:00; 27.968000; 27.968000; 26341.296600; 26341.296600; 0
2016-11-18 06:45:00; 2016-11-18 07:00:00; 30.400000; 30.400000; 26341.384000; 26341.384000; 0
2016-11-18 07:00:00; 2016-11-18 07:15:00; 39.616000; 39.616000; 26341.479000; 26341.479000; 0
2016-11-18 07:15:00; 2016-11-18 07:30:00; 39.424000; 39.424000; 26341.602800; 26341.602800; 0
2016-11-18 07:30:00; 2016-11-18 07:45:00; 37.248000; 37.248000; 26341.726000; 26341.726000; 0
2016-11-18 07:45:00; 2016-11-18 08:00:00; 38.912000; 38.912000; 26341.842400; 26341.842400; 0
2016-11-18 08:00:00; 2016-11-18 08:15:00; 41.088000; 41.088000; 26341.964000; 26341.964000; 0
2016-11-18 08:15:00; 2016-11-18 08:30:00; 49.280000; 49.280000; 26342.092400; 26342.092400; 0
2016-11-18 08:30:00; 2016-11-18 08:45:00; 51.520000; 51.520000; 26342.246400; 26342.246400; 0
2016-11-18 08:45:00; 2016-11-18 09:00:00; 53.056000; 53.056000; 26342.407400; 26342.407400; 0
2016-11-18 09:00:00; 2016-11-18 09:15:00; 52.800000; 52.800000; 26342.573200; 26342.573200; 0
2016-11-18 09:15:00; 2016-11-18 09:30:00; 52.608000; 52.608000; 26342.738200; 26342.738200; 0
2016-11-18 09:30:00; 2016-11-18 09:45:00; 52.416000; 52.416000; 26342.902600; 26342.902600; 0
2016-11-18 09:45:00; 2016-11-18 10:00:00; 51.008000; 51.008000; 26343.066400; 26343.066400; 0
2016-11-18 10:00:00; 2016-11-18 10:15:00; 51.648000; 51.648000; 26343.225800; 26343.225800; 0
2016-11-18 10:15:00; 2016-11-18 10:30:00; 52.224000; 52.224000; 26343.387200; 26343.387200; 0
2016-11-18 10:30:00; 2016-11-18 10:45:00; 53.056000; 53.056000; 26343.550400; 26343.550400; 0
2016-11-18 10:45:00; 2016-11-18 11:00:00; 56.384000; 56.384000; 26343.716200; 26343.716200; 0
2016-11-18 11:00:00; 2016-11-18 11:15:00; 55.552000; 55.552000; 26343.892400; 26343.892400; 0
2016-11-18 11:15:00; 2016-11-18 11:30:00; 53.568000; 53.568000; 26344.066000; 26344.066000; 0
2016-11-18 11:30:00; 2016-11-18 11:45:00; 52.544000; 52.544000; 26344.233400; 26344.233400; 0
2016-11-18 11:45:00; 2016-11-18 12:00:00; 52.288000; 52.288000; 26344.397600; 26344.397600; 0
2016-11-18 12:00:00; 2016-11-18 12:15:00; 51.648000; 51.648000; 26344.561000; 26344.561000; 0
2016-11-18 12:15:00; 2016-11-18 12:30:00; 52.096000; 52.096000; 26344.722400; 26344.722400; 0
2016-11-18 12:30:00; 2016-11-18 12:45:00; 51.520000; 51.520000; 26344.885200; 26344.885200; 0
2016-11-18 12:45:00; 2016-11-18 13:00:00; 48.768000; 48.768000; 26345.046200; 26345.046200; 0
2016-11-18 13:00:00; 2016-11-18 13:15:00; 48.832000; 48.832000; 26345.198600; 26345.198600; 0
2016-11-18 13:15:00; 2016-11-18 13:30:00; 47.424000; 47.424000; 26345.351200; 26345.351200; 0
2016-11-18 13:30:00; 2016-11-18 13:45:00; 49.600000; 49.600000; 26345.499400; 26345.499400; 0
2016-11-18 13:45:00; 2016-11-18 14:00:00; 49.280000; 49.280000; 26345.654400; 26345.654400; 0
2016-11-18 14:00:00; 2016-11-18 14:15:00; 47.488000; 47.488000; 26345.808400; 26345.808400; 0
2016-11-18 14:15:00; 2016-11-18 14:30:00; 47.616000; 47.616000; 26345.956800; 26345.956800; 0
2016-11-18 14:30:00; 2016-11-18 14:45:00; 47.296000; 47.296000; 26346.105600; 26346.105600; 0
2016-11-18 14:45:00; 2016-11-18 15:00:00; 45.952000; 45.952000; 26346.253400; 26346.253400; 0
2016-11-18 15:00:00; 2016-11-18 15:15:00; 43.968000; 43.968000; 26346.397000; 26346.397000; 0
2016-11-18 15:15:00; 2016-11-18 15:30:00; 43.008000; 43.008000; 26346.534400; 26346.534400; 0
2016-11-18 15:30:00; 2016-11-18 15:45:00; 41.856000; 41.856000; 26346.668800; 26346.668800; 0
2016-11-18 15:45:00; 2016-11-18 16:00:00; 40.896000; 40.896000; 26346.799600; 26346.799600; 0
2016-11-18 16:00:00; 2016-11-18 16:15:00; 39.104000; 39.104000; 26346.927400; 26346.927400; 0
2016-11-18 16:15:00; 2016-11-18 16:30:00; 37.888000; 37.888000; 26347.049600; 26347.049600; 0
2016-11-18 16:30:00; 2016-11-18 16:45:00; 38.272000; 38.272000; 26347.168000; 26347.168000; 0
2016-11-18 16:45:00; 2016-11-18 17:00:00; 37.312000; 37.312000; 26347.287600; 26347.287600; 0
2016-11-18 17:00:00; 2016-11-18 17:15:00; 37.504000; 37.504000; 26347.404200; 26347.404200; 0
2016-11-18 17:15:00; 2016-11-18 17:30:00; 35.136000; 35.136000; 26347.521400; 26347.521400; 0
2016-11-18 17:30:00; 2016-11-18 17:45:00; 34.112000; 34.112000; 26347.631200; 26347.631200; 0
2016-11-18 17:45:00; 2016-11-18 18:00:00; 33.088000; 33.088000; 26347.737800; 26347.737800; 0
2016-11-18 18:00:00; 2016-11-18 18:15:00; 32.640000; 32.640000; 26347.841200; 26347.841200; 0
2016-11-18 18:15:00; 2016-11-18 18:30:00; 32.192000; 32.192000; 26347.943200; 26347.943200; 0
2016-11-18 18:30:00; 2016-11-18 18:45:00; 31.872000; 31.872000; 26348.043800; 26348.043800; 0
2016-11-18 18:45:00; 2016-11-18 19:00:00; 30.400000; 30.400000; 26348.143400; 26348.143400; 0
2016-11-18 19:00:00; 2016-11-18 19:15:00; 29.632000; 29.632000; 26348.238400; 26348.238400; 0
2016-11-18 19:15:00; 2016-11-18 19:30:00; 30.144000; 30.144000; 26348.331000; 26348.331000; 0
2016-11-18 19:30:00; 2016-11-18 19:45:00; 28.224000; 28.224000; 26348.425200; 26348.425200; 0
2016-11-18 19:45:00; 2016-11-18 20:00:00; 26.112000; 26.112000; 26348.513400; 26348.513400; 0
2016-11-18 20:00:00; 2016-11-18 20:15:00; 26.240000; 26.240000; 26348.595000; 26348.595000; 0
2016-11-18 20:15:00; 2016-11-18 20:30:00; 26.112000; 26.112000; 26348.677000; 26348.677000; 0
2016-11-18 20:30:00; 2016-11-18 20:45:00; 24.000000; 24.000000; 26348.758600; 26348.758600; 0
2016-11-18 20:45:00; 2016-11-18 21:00:00; 22.976000; 22.976000; 26348.833600; 26348.833600; 0
2016-11-18 21:00:00; 2016-11-18 21:15:00; 22.720000; 22.720000; 26348.905400; 26348.905400; 0
2016-11-18 21:15:00; 2016-11-18 21:30:00; 22.720000; 22.720000; 26348.976400; 26348.976400; 0
2016-11-18 21:30:00; 2016-11-18 21:45:00; 22.720000; 22.720000; 26349.047400; 26349.047400; 0
2016-11-18 21:45:00; 2016-11-18 22:00:00; 23.040000; 23.040000; 26349.118400; 26349.118400; 0
2016-11-18 22:00:00; 2016-11-18 22:15:00; 22.912000; 22.912000; 26349.190400; 26349.190400; 0
2016-11-18 22:15:00; 2016-11-18 22:30:00; 22.912000; 22.912000; 26349.262000; 26349.262000; 0
2016-11-18 22:30:00; 2016-11-18 22:45:00; 22.784000; 22.784000; 26349.333600; 26349.333600; 0
2016-11-18 22:45:00; 2016-11-18 23:00:00; 22.912000; 22.912000; 26349.404800; 26349.404800; 0
2016-11-18 23:00:00; 2016-11-18 23:15:00; 22.720000; 22.720000; 26349.476400; 26349.476400; 0
2016-11-18 23:15:00; 2016-11-18 23:30:00; 22.720000; 22.720000; 26349.547400; 26349.547400; 0
2016-11-18 23:30:00; 2016-11-18 23:45:00; 22.720000; 22.720000; 26349.618400; 26349.618400; 0
2016-11-18 23:45:00; 2016-11-19 00:00:00; 22.592000; 22.592000; 26349.689400; 26349.689400; 0
2016-11-19 00:00:00; 2016-11-19 00:15:00; 22.720000; 22.720000; 26349.760000; 26349.760000; 0
2016-11-19 00:15:00; 2016-11-19 00:30:00; 22.784000; 22.784000; 26349.831000; 26349.831000; 0
2016-11-19 00:30:00; 2016-11-19 00:45:00; 22.848000; 22.848000; 26349.902200; 26349.902200; 0
2016-11-19 00:45:00; 2016-11-19 01:00:00; 22.400000; 22.400000; 26349.973600; 26349.973600; 0
2016-11-19 01:00:00; 2016-11-19 01:15:00; 22.592000; 22.592000; 26350.043600; 26350.043600; 0
2016-11-19 01:15:00; 2016-11-19 01:30:00; 22.848000; 22.848000; 26350.114200; 26350.114200; 0
2016-11-19 01:30:00; 2016-11-19 01:45:00; 22.592000; 22.592000; 26350.185600; 26350.185600; 0
2016-11-19 01:45:00; 2016-11-19 02:00:00; 22.720000; 22.720000; 26350.256200; 26350.256200; 0
2016-11-19 02:00:00; 2016-11-19 02:15:00; 22.656000; 22.656000; 26350.327200; 26350.327200; 0
2016-11-19 02:15:00; 2016-11-19 02:30:00; 22.656000; 22.656000; 26350.398000; 26350.398000; 0
2016-11-19 02:30:00; 2016-11-19 02:45:00; 22.848000; 22.848000; 26350.468800; 26350.468800; 0
2016-11-19 02:45:00; 2016-11-19 03:00:00; 22.656000; 22.656000; 26350.540200; 26350.540200; 0
2016-11-19 03:00:00; 2016-11-19 03:15:00; 22.720000; 22.720000; 26350.611000; 26350.611000; 0
2016-11-19 03:15:00; 2016-11-19 03:30:00; 22.528000; 22.528000; 26350.682000; 26350.682000; 0
2016-11-19 03:30:00; 2016-11-19 03:45:00; 22.656000; 22.656000; 26350.752400; 26350.752400; 0
2016-11-19 03:45:00; 2016-11-19 04:00:00; 22.784000; 22.784000; 26350.823200; 26350.823200; 0
2016-11-19 04:00:00; 2016-11-19 04:15:00; 22.592000; 22.592000; 26350.894400; 26350.894400; 0
2016-11-19 04:15:00; 2016-11-19 04:30:00; 22.592000; 22.592000; 26350.965000; 26350.965000; 0
2016-11-19 04:30:00; 2016-11-19 04:45:00; 22.976000; 22.976000; 26351.035600; 26351.035600; 0
2016-11-19 04:45:00; 2016-11-19 05:00:00; 22.656000; 22.656000; 26351.107400; 26351.107400; 0
2016-11-19 05:00:00; 2016-11-19 05:15:00; 23.104000; 23.104000; 26351.178200; 26351.178200; 0
2016-11-19 05:15:00; 2016-11-19 05:30:00; 22.720000; 22.720000; 26351.250400; 26351.250400; 0
2016-11-19 05:30:00; 2016-11-19 05:45:00; 22.656000; 22.656000; 26351.321400; 26351.321400; 0
2016-11-19 05:45:00; 2016-11-19 06:00:00; 22.912000; 22.912000; 26351.392200; 26351.392200; 0
2016-11-19 06:00:00; 2016-11-19 06:15:00; 23.232000; 23.232000; 26351.463800; 26351.463800; 0
2016-11-19 06:15:00; 2016-11-19 06:30:00; 23.680000; 23.680000; 26351.536400; 26351.536400; 0
2016-11-19 06:30:00; 2016-11-19 06:45:00; 25.344000; 25.344000; 26351.610400; 26351.610400; 0
2016-11-19 06:45:00; 2016-11-19 07:00:00; 27.008000; 27.008000; 26351.689600; 26351.689600; 0
2016-11-19 07:00:00; 2016-11-19 07:15:00; 28.288000; 28.288000; 26351.774000; 26351.774000; 0
2016-11-19 07:15:00; 2016-11-19 07:30:00; 28.544000; 28.544000; 26351.862400; 26351.862400; 0
2016-11-19 07:30:00; 2016-11-19 07:45:00; 28.224000; 28.224000; 26351.951600; 26351.951600; 0
2016-11-19 07:45:00; 2016-11-19 08:00:00; 28.416000; 28.416000; 26352.039800; 26352.039800; 0
2016-11-19 08:00:00; 2016-11-19 08:15:00; 28.224000; 28.224000; 26352.128600; 26352.128600; 0
2016-11-19 08:15:00; 2016-11-19 08:30:00; 28.160000; 28.160000; 26352.216800; 26352.216800; 0
2016-11-19 08:30:00; 2016-11-19 08:45:00; 28.224000; 28.224000; 26352.304800; 26352.304800; 0
2016-11-19 08:45:00; 2016-11-19 09:00:00; 28.032000; 28.032000; 26352.393000; 26352.393000; 0
2016-11-19 09:00:00; 2016-11-19 09:15:00; 27.840000; 27.840000; 26352.480600; 26352.480600; 0
2016-11-19 09:15:00; 2016-11-19 09:30:00; 28.544000; 28.544000; 26352.567600; 26352.567600; 0
2016-11-19 09:30:00; 2016-11-19 09:45:00; 33.024000; 33.024000; 26352.656800; 26352.656800; 0
2016-11-19 09:45:00; 2016-11-19 10:00:00; 30.976000; 30.976000; 26352.760000; 26352.760000; 0
2016-11-19 10:00:00; 2016-11-19 10:15:00; 31.296000; 31.296000; 26352.856800; 26352.856800; 0
2016-11-19 10:15:00; 2016-11-19 10:30:00; 31.296000; 31.296000; 26352.954600; 26352.954600; 0
2016-11-19 10:30:00; 2016-11-19 10:45:00; 30.656000; 30.656000; 26353.052400; 26353.052400; 0
2016-11-19 10:45:00; 2016-11-19 11:00:00; 30.464000; 30.464000; 26353.148200; 26353.148200; 0
2016-11-19 11:00:00; 2016-11-19 11:15:00; 30.592000; 30.592000; 26353.243400; 26353.243400; 0
2016-11-19 11:15:00; 2016-11-19 11:30:00; 30.336000; 30.336000; 26353.339000; 26353.339000; 0
2016-11-19 11:30:00; 2016-11-19 11:45:00; 30.784000; 30.784000; 26353.433800; 26353.433800; 0
2016-11-19 11:45:00; 2016-11-19 12:00:00; 32.192000; 32.192000; 26353.530000; 26353.530000; 0
2016-11-19 12:00:00; 2016-11-19 12:15:00; 31.104000; 31.104000; 26353.630600; 26353.630600; 0
2016-11-19 12:15:00; 2016-11-19 12:30:00; 31.168000; 31.168000; 26353.727800; 26353.727800; 0
2016-11-19 12:30:00; 2016-11-19 12:45:00; 31.168000; 31.168000; 26353.825200; 26353.825200; 0
2016-11-19 12:45:00; 2016-11-19 13:00:00; 31.552000; 31.552000; 26353.922600; 26353.922600; 0
2016-11-19 13:00:00; 2016-11-19 13:15:00; 31.616000; 31.616000; 26354.021200; 26354.021200; 0
2016-11-19 13:15:00; 2016-11-19 13:30:00; 31.488000; 31.488000; 26354.120000; 26354.120000; 0
2016-11-19 13:30:00; 2016-11-19 13:45:00; 31.104000; 31.104000; 26354.218400; 26354.218400; 0
2016-11-19 13:45:00; 2016-11-19 14:00:00; 30.464000; 30.464000; 26354.315600; 26354.315600; 0
2016-11-19 14:00:00; 2016-11-19 14:15:00; 30.272000; 30.272000; 26354.410800; 26354.410800; 0
2016-11-19 14:15:00; 2016-11-19 14:30:00; 31.104000; 31.104000; 26354.505400; 26354.505400; 0
2016-11-19 14:30:00; 2016-11-19 14:45:00; 30.016000; 30.016000; 26354.602600; 26354.602600; 0
2016-11-19 14:45:00; 2016-11-19 15:00:00; 28.416000; 28.416000; 26354.696400; 26354.696400; 0
2016-11-19 15:00:00; 2016-11-19 15:15:00; 28.096000; 28.096000; 26354.785200; 26354.785200; 0
2016-11-19 15:15:00; 2016-11-19 15:30:00; 28.096000; 28.096000; 26354.873000; 26354.873000; 0
2016-11-19 15:30:00; 2016-11-19 15:45:00; 28.416000; 28.416000; 26354.960800; 26354.960800; 0
2016-11-19 15:45:00; 2016-11-19 16:00:00; 28.352000; 28.352000; 26355.049600; 26355.049600; 0
2016-11-19 16:00:00; 2016-11-19 16:15:00; 28.096000; 28.096000; 26355.138200; 26355.138200; 0
2016-11-19 16:15:00; 2016-11-19 16:30:00; 28.288000; 28.288000; 26355.226000; 26355.226000; 0
2016-11-19 16:30:00; 2016-11-19 16:45:00; 28.352000; 28.352000; 26355.314400; 26355.314400; 0
2016-11-19 16:45:00; 2016-11-19 17:00:00; 28.736000; 28.736000; 26355.403000; 26355.403000; 0
2016-11-19 17:00:00; 2016-11-19 17:15:00; 28.480000; 28.480000; 26355.492800; 26355.492800; 0
2016-11-19 17:15:00; 2016-11-19 17:30:00; 28.352000; 28.352000; 26355.581800; 26355.581800; 0
2016-11-19 17:30:00; 2016-11-19 17:45:00; 28.288000; 28.288000; 26355.670400; 26355.670400; 0
2016-11-19 17:45:00; 2016-11-19 18:00:00; 28.544000; 28.544000; 26355.758800; 26355.758800; 0
2016-11-19 18:00:00; 2016-11-19 18:15:00; 28.480000; 28.480000; 26355.848000; 26355.848000; 0
2016-11-19 18:15:00; 2016-11-19 18:30:00; 28.352000; 28.352000; 26355.937000; 26355.937000; 0
2016-11-19 18:30:00; 2016-11-19 18:45:00; 28.480000; 28.480000; 26356.025600; 26356.025600; 0
2016-11-19 18:45:00; 2016-11-19 19:00:00; 28.288000; 28.288000; 26356.114600; 26356.114600; 0
2016-11-19 19:00:00; 2016-11-19 19:15:00; 27.840000; 27.840000; 26356.203000; 26356.203000; 0
